m,TagName,
"2020-12-01 00:00:00","c#","5717"
"2020-12-01 00:00:00","c++","4440"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","534"
"2020-12-01 00:00:00","java","7781"
"2020-12-01 00:00:00","javascript","15958"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4779"
"2020-12-01 00:00:00","python","22104"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2091"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2559"
"2021-01-01 00:00:00","c#","6171"
"2021-01-01 00:00:00","c++","4091"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","564"
"2021-01-01 00:00:00","java","8002"
"2021-01-01 00:00:00","javascript","16811"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4743"
"2021-01-01 00:00:00","python","22808"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2305"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5781"
"2021-02-01 00:00:00","c++","4081"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7545"
"2021-02-01 00:00:00","javascript","15221"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4371"
"2021-02-01 00:00:00","python","21352"
"2021-02-01 00:00:00","r","4321"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2248"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2479"
"2021-03-01 00:00:00","c#","6362"
"2021-03-01 00:00:00","c++","4281"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","753"
"2021-03-01 00:00:00","java","8632"
"2021-03-01 00:00:00","javascript","16702"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4734"
"2021-03-01 00:00:00","python","23742"
"2021-03-01 00:00:00","r","5165"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5876"
"2021-04-01 00:00:00","c++","3921"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","623"
"2021-04-01 00:00:00","java","7890"
"2021-04-01 00:00:00","javascript","15802"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4297"
"2021-04-01 00:00:00","python","22346"
"2021-04-01 00:00:00","r","4789"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2106"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2079"
"2021-05-01 00:00:00","c#","5706"
"2021-05-01 00:00:00","c++","4171"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","640"
"2021-05-01 00:00:00","java","7917"
"2021-05-01 00:00:00","javascript","15758"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4247"
"2021-05-01 00:00:00","python","22319"
"2021-05-01 00:00:00","r","4661"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1852"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1862"
"2021-06-01 00:00:00","c#","5602"
"2021-06-01 00:00:00","c++","3808"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7552"
"2021-06-01 00:00:00","javascript","14943"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4067"
"2021-06-01 00:00:00","python","20816"
"2021-06-01 00:00:00","r","4274"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1782"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1614"
"2021-07-01 00:00:00","c#","5189"
"2021-07-01 00:00:00","c++","3481"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6927"
"2021-07-01 00:00:00","javascript","14709"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3885"
"2021-07-01 00:00:00","python","20509"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1528"
"2021-08-01 00:00:00","c#","5091"
"2021-08-01 00:00:00","c++","3231"
"2021-08-01 00:00:00","delphi","134"
"2021-08-01 00:00:00","go","743"
"2021-08-01 00:00:00","java","6725"
"2021-08-01 00:00:00","javascript","14569"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3853"
"2021-08-01 00:00:00","python","19766"
"2021-08-01 00:00:00","r","4033"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1885"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5036"
"2021-09-01 00:00:00","c++","3577"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","617"
"2021-09-01 00:00:00","java","6584"
"2021-09-01 00:00:00","javascript","14365"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3690"
"2021-09-01 00:00:00","python","18944"
"2021-09-01 00:00:00","r","3896"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1616"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","c#","5265"
"2021-10-01 00:00:00","c++","3698"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6535"
"2021-10-01 00:00:00","javascript","13778"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3583"
"2021-10-01 00:00:00","python","19729"
"2021-10-01 00:00:00","r","4170"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","284"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5574"
"2021-11-01 00:00:00","c++","3795"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","649"
"2021-11-01 00:00:00","java","6885"
"2021-11-01 00:00:00","javascript","13420"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3479"
"2021-11-01 00:00:00","python","19982"
"2021-11-01 00:00:00","r","4025"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","265"
"2021-12-01 00:00:00","c","2093"
"2021-12-01 00:00:00","c#","5006"
"2021-12-01 00:00:00","c++","3552"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","java","6162"
"2021-12-01 00:00:00","javascript","13026"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","php","3228"
"2021-12-01 00:00:00","python","18960"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1415"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1949"
"2022-01-01 00:00:00","c#","5249"
"2022-01-01 00:00:00","c++","3596"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","738"
"2022-01-01 00:00:00","java","6415"
"2022-01-01 00:00:00","javascript","13908"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3376"
"2022-01-01 00:00:00","python","19633"
"2022-01-01 00:00:00","r","3842"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1725"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1672"
"2022-02-01 00:00:00","c#","5076"
"2022-02-01 00:00:00","c++","3183"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","642"
"2022-02-01 00:00:00","java","5901"
"2022-02-01 00:00:00","javascript","12772"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3115"
"2022-02-01 00:00:00","python","19203"
"2022-02-01 00:00:00","r","3911"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1597"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1942"
"2022-03-01 00:00:00","c#","5661"
"2022-03-01 00:00:00","c++","3492"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","java","6556"
"2022-03-01 00:00:00","javascript","13556"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3127"
"2022-03-01 00:00:00","python","20676"
"2022-03-01 00:00:00","r","4479"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1737"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1736"
"2022-04-01 00:00:00","c#","5187"
"2022-04-01 00:00:00","c++","3466"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","710"
"2022-04-01 00:00:00","java","6344"
"2022-04-01 00:00:00","javascript","13448"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3182"
"2022-04-01 00:00:00","python","19803"
"2022-04-01 00:00:00","r","4175"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1447"
"2022-05-01 00:00:00","assembly","257"
"2022-05-01 00:00:00","c","1764"
"2022-05-01 00:00:00","c#","5490"
"2022-05-01 00:00:00","c++","3518"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","605"
"2022-05-01 00:00:00","java","6457"
"2022-05-01 00:00:00","javascript","13285"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3361"
"2022-05-01 00:00:00","python","19372"
"2022-05-01 00:00:00","r","4133"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1457"
"2022-06-01 00:00:00","assembly","238"
"2022-06-01 00:00:00","c","1558"
"2022-06-01 00:00:00","c#","5299"
"2022-06-01 00:00:00","c++","3070"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","675"
"2022-06-01 00:00:00","java","5696"
"2022-06-01 00:00:00","javascript","12595"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3194"
"2022-06-01 00:00:00","python","18721"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","425"
"2022-06-01 00:00:00","swift","1510"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1382"
"2022-07-01 00:00:00","c#","5218"
"2022-07-01 00:00:00","c++","2983"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","681"
"2022-07-01 00:00:00","java","5398"
"2022-07-01 00:00:00","javascript","12734"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3094"
"2022-07-01 00:00:00","python","19002"
"2022-07-01 00:00:00","r","3662"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1466"
"2022-08-01 00:00:00","assembly","163"
"2022-08-01 00:00:00","c","1432"
"2022-08-01 00:00:00","c#","5479"
"2022-08-01 00:00:00","c++","2947"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","789"
"2022-08-01 00:00:00","java","5293"
"2022-08-01 00:00:00","javascript","13041"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3116"
"2022-08-01 00:00:00","python","18635"
"2022-08-01 00:00:00","r","3782"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1481"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1548"
"2022-09-01 00:00:00","c#","4986"
"2022-09-01 00:00:00","c++","2772"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","786"
"2022-09-01 00:00:00","java","5035"
"2022-09-01 00:00:00","javascript","11871"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2828"
"2022-09-01 00:00:00","python","17043"
"2022-09-01 00:00:00","r","3536"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1489"
"2022-10-01 00:00:00","assembly","225"
"2022-10-01 00:00:00","c","1888"
"2022-10-01 00:00:00","c#","5031"
"2022-10-01 00:00:00","c++","2923"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","682"
"2022-10-01 00:00:00","java","5281"
"2022-10-01 00:00:00","javascript","11630"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2765"
"2022-10-01 00:00:00","python","18484"
"2022-10-01 00:00:00","r","3911"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1326"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2003"
"2022-11-01 00:00:00","c#","5169"
"2022-11-01 00:00:00","c++","2960"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","695"
"2022-11-01 00:00:00","java","5401"
"2022-11-01 00:00:00","javascript","11728"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2787"
"2022-11-01 00:00:00","python","18825"
"2022-11-01 00:00:00","r","4000"
"2022-11-01 00:00:00","ruby","413"
"2022-11-01 00:00:00","swift","1433"
"2022-12-01 00:00:00","assembly","260"
"2022-12-01 00:00:00","c","1725"
"2022-12-01 00:00:00","c#","4660"
"2022-12-01 00:00:00","c++","2608"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","599"
"2022-12-01 00:00:00","java","4796"
"2022-12-01 00:00:00","javascript","10275"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2374"
"2022-12-01 00:00:00","python","15854"
"2022-12-01 00:00:00","r","3208"
"2022-12-01 00:00:00","ruby","344"
"2022-12-01 00:00:00","swift","1228"
"2023-01-01 00:00:00","assembly","230"
"2023-01-01 00:00:00","c","1440"
"2023-01-01 00:00:00","c#","4705"
"2023-01-01 00:00:00","c++","2410"
"2023-01-01 00:00:00","delphi","108"
"2023-01-01 00:00:00","go","688"
"2023-01-01 00:00:00","java","4693"
"2023-01-01 00:00:00","javascript","10046"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2535"
"2023-01-01 00:00:00","python","15010"
"2023-01-01 00:00:00","r","3256"
"2023-01-01 00:00:00","ruby","327"
"2023-01-01 00:00:00","swift","1205"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1231"
"2023-02-01 00:00:00","c#","4120"
"2023-02-01 00:00:00","c++","2037"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","621"
"2023-02-01 00:00:00","java","4089"
"2023-02-01 00:00:00","javascript","8494"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2014"
"2023-02-01 00:00:00","python","13036"
"2023-02-01 00:00:00","r","3269"
"2023-02-01 00:00:00","ruby","316"
"2023-02-01 00:00:00","swift","1063"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1181"
"2023-03-01 00:00:00","c#","4237"
"2023-03-01 00:00:00","c++","2332"
"2023-03-01 00:00:00","delphi","123"
"2023-03-01 00:00:00","go","599"
"2023-03-01 00:00:00","java","4463"
"2023-03-01 00:00:00","javascript","8511"
"2023-03-01 00:00:00","perl","94"
"2023-03-01 00:00:00","php","1884"
"2023-03-01 00:00:00","python","12784"
"2023-03-01 00:00:00","r","3295"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1131"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1099"
"2023-04-01 00:00:00","c#","3312"
"2023-04-01 00:00:00","c++","1771"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","483"
"2023-04-01 00:00:00","java","3583"
"2023-04-01 00:00:00","javascript","6592"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1596"
"2023-04-01 00:00:00","python","10093"
"2023-04-01 00:00:00","r","2597"
"2023-04-01 00:00:00","ruby","199"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","980"
"2023-05-01 00:00:00","c#","3242"
"2023-05-01 00:00:00","c++","1633"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","391"
"2023-05-01 00:00:00","java","3309"
"2023-05-01 00:00:00","javascript","6158"
"2023-05-01 00:00:00","perl","53"
"2023-05-01 00:00:00","php","1627"
"2023-05-01 00:00:00","python","9565"
"2023-05-01 00:00:00","r","2371"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","807"
"2023-06-01 00:00:00","assembly","141"
"2023-06-01 00:00:00","c","817"
"2023-06-01 00:00:00","c#","3256"
"2023-06-01 00:00:00","c++","1652"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","499"
"2023-06-01 00:00:00","java","3347"
"2023-06-01 00:00:00","javascript","5900"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1565"
"2023-06-01 00:00:00","python","9090"
"2023-06-01 00:00:00","r","2210"
"2023-06-01 00:00:00","ruby","192"
"2023-06-01 00:00:00","swift","938"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","843"
"2023-07-01 00:00:00","c#","3300"
"2023-07-01 00:00:00","c++","1667"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","495"
"2023-07-01 00:00:00","java","3172"
"2023-07-01 00:00:00","javascript","5984"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1457"
"2023-07-01 00:00:00","python","9071"
"2023-07-01 00:00:00","r","2024"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","934"
"2023-08-01 00:00:00","assembly","138"
"2023-08-01 00:00:00","c","821"
"2023-08-01 00:00:00","c#","3363"
"2023-08-01 00:00:00","c++","1577"
"2023-08-01 00:00:00","delphi","98"
"2023-08-01 00:00:00","go","475"
"2023-08-01 00:00:00","java","3362"
"2023-08-01 00:00:00","javascript","5914"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1622"
"2023-08-01 00:00:00","python","9120"
"2023-08-01 00:00:00","r","2142"
"2023-08-01 00:00:00","ruby","187"
"2023-08-01 00:00:00","swift","853"
"2023-09-01 00:00:00","assembly","155"
"2023-09-01 00:00:00","c","858"
"2023-09-01 00:00:00","c#","3026"
"2023-09-01 00:00:00","c++","1470"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","422"
"2023-09-01 00:00:00","java","3299"
"2023-09-01 00:00:00","javascript","5631"
"2023-09-01 00:00:00","perl","60"
"2023-09-01 00:00:00","php","1652"
"2023-09-01 00:00:00","python","8552"
"2023-09-01 00:00:00","r","2018"
"2023-09-01 00:00:00","ruby","190"
"2023-09-01 00:00:00","swift","853"
"2023-10-01 00:00:00","assembly","170"
"2023-10-01 00:00:00","c","955"
"2023-10-01 00:00:00","c#","3119"
"2023-10-01 00:00:00","c++","1686"
"2023-10-01 00:00:00","delphi","163"
"2023-10-01 00:00:00","go","415"
"2023-10-01 00:00:00","java","3338"
"2023-10-01 00:00:00","javascript","5322"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1477"
"2023-10-01 00:00:00","python","8821"
"2023-10-01 00:00:00","r","2041"
"2023-10-01 00:00:00","ruby","191"
"2023-10-01 00:00:00","swift","881"
"2023-11-01 00:00:00","assembly","170"
"2023-11-01 00:00:00","c","948"
"2023-11-01 00:00:00","c#","3085"
"2023-11-01 00:00:00","c++","1452"
"2023-11-01 00:00:00","delphi","103"
"2023-11-01 00:00:00","go","404"
"2023-11-01 00:00:00","java","3251"
"2023-11-01 00:00:00","javascript","5121"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1390"
"2023-11-01 00:00:00","python","8382"
"2023-11-01 00:00:00","r","1983"
"2023-11-01 00:00:00","ruby","150"
"2023-11-01 00:00:00","swift","860"
"2023-12-01 00:00:00","assembly","179"
"2023-12-01 00:00:00","c","859"
"2023-12-01 00:00:00","c#","2626"
"2023-12-01 00:00:00","c++","1409"
"2023-12-01 00:00:00","delphi","75"
"2023-12-01 00:00:00","go","323"
"2023-12-01 00:00:00","java","2513"
"2023-12-01 00:00:00","javascript","4719"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1203"
"2023-12-01 00:00:00","python","6945"
"2023-12-01 00:00:00","r","1597"
"2023-12-01 00:00:00","ruby","153"
"2023-12-01 00:00:00","swift","735"
"2024-01-01 00:00:00","assembly","176"
"2024-01-01 00:00:00","c","816"
"2024-01-01 00:00:00","c#","2661"
"2024-01-01 00:00:00","c++","1566"
"2024-01-01 00:00:00","delphi","88"
"2024-01-01 00:00:00","go","339"
"2024-01-01 00:00:00","java","2848"
"2024-01-01 00:00:00","javascript","5071"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1382"
"2024-01-01 00:00:00","python","7684"
"2024-01-01 00:00:00","r","1794"
"2024-01-01 00:00:00","ruby","161"
"2024-01-01 00:00:00","swift","857"
"2024-02-01 00:00:00","assembly","132"
"2024-02-01 00:00:00","c","762"
"2024-02-01 00:00:00","c#","2681"
"2024-02-01 00:00:00","c++","1433"
"2024-02-01 00:00:00","delphi","110"
"2024-02-01 00:00:00","go","304"
"2024-02-01 00:00:00","java","2757"
"2024-02-01 00:00:00","javascript","4703"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1298"
"2024-02-01 00:00:00","python","7764"
"2024-02-01 00:00:00","r","1821"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","667"
"2024-03-01 00:00:00","assembly","139"
"2024-03-01 00:00:00","c","734"
"2024-03-01 00:00:00","c#","2580"
"2024-03-01 00:00:00","c++","1333"
"2024-03-01 00:00:00","delphi","98"
"2024-03-01 00:00:00","go","323"
"2024-03-01 00:00:00","java","2811"
"2024-03-01 00:00:00","javascript","4703"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1361"
"2024-03-01 00:00:00","python","7354"
"2024-03-01 00:00:00","r","1686"
"2024-03-01 00:00:00","ruby","139"
"2024-03-01 00:00:00","swift","721"
"2024-04-01 00:00:00","assembly","184"
"2024-04-01 00:00:00","c","733"
"2024-04-01 00:00:00","c#","2722"
"2024-04-01 00:00:00","c++","1307"
"2024-04-01 00:00:00","delphi","105"
"2024-04-01 00:00:00","go","302"
"2024-04-01 00:00:00","java","2568"
"2024-04-01 00:00:00","javascript","4238"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1177"
"2024-04-01 00:00:00","python","7313"
"2024-04-01 00:00:00","r","1532"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","686"
"2024-05-01 00:00:00","assembly","178"
"2024-05-01 00:00:00","c","662"
"2024-05-01 00:00:00","c#","2477"
"2024-05-01 00:00:00","c++","1424"
"2024-05-01 00:00:00","delphi","101"
"2024-05-01 00:00:00","go","269"
"2024-05-01 00:00:00","java","2254"
"2024-05-01 00:00:00","javascript","3984"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1148"
"2024-05-01 00:00:00","python","6883"
"2024-05-01 00:00:00","r","1376"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","613"
"2024-06-01 00:00:00","assembly","87"
"2024-06-01 00:00:00","c","534"
"2024-06-01 00:00:00","c#","1941"
"2024-06-01 00:00:00","c++","1071"
"2024-06-01 00:00:00","delphi","68"
"2024-06-01 00:00:00","go","225"
"2024-06-01 00:00:00","java","1680"
"2024-06-01 00:00:00","javascript","2972"
"2024-06-01 00:00:00","perl","30"
"2024-06-01 00:00:00","php","952"
"2024-06-01 00:00:00","python","5083"
"2024-06-01 00:00:00","r","1092"
"2024-06-01 00:00:00","ruby","110"
"2024-06-01 00:00:00","swift","577"
"2024-07-01 00:00:00","assembly","93"
"2024-07-01 00:00:00","c","568"
"2024-07-01 00:00:00","c#","2186"
"2024-07-01 00:00:00","c++","1215"
"2024-07-01 00:00:00","delphi","56"
"2024-07-01 00:00:00","go","255"
"2024-07-01 00:00:00","java","1753"
"2024-07-01 00:00:00","javascript","3071"
"2024-07-01 00:00:00","perl","34"
"2024-07-01 00:00:00","php","922"
"2024-07-01 00:00:00","python","5599"
"2024-07-01 00:00:00","r","1079"
"2024-07-01 00:00:00","ruby","95"
"2024-07-01 00:00:00","swift","637"
